"fit_model","Subject","ACC","LogL","LogPr","LogPo","AIC","BIC","param_1","param_2","param_3"
"RSTD","56",100,75.99,NA,NA,157.98,169.64,0.0403128239752801,0.232296216442278,3.44651299142879
"RSTD","57",100,364.05,NA,NA,734.1,745.76,0.0196843642847216,0.381363003324038,1.56973469041193
"RSTD","58",100,87.64,NA,NA,181.28,192.94,0.00122041928870074,0.0449913441855394,1.07683578140843
"RSTD","59",100,68.68,NA,NA,143.36,155.02,0,0.711718042763489,0.801714121270476
"RSTD","60",100,149.58,NA,NA,305.16,316.82,0.906828724197977,0.704298213485201,0.515254144094351
"RSTD","61",100,127.86,NA,NA,261.72,273.38,0,0,0.57076841195686
"RSTD","62",100,217.54,NA,NA,441.08,452.74,0.0494718055674365,0,0.0412154198678472
"RSTD","63",100,55.53,NA,NA,117.06,128.72,0.0482375687717989,0.990369353310558,4.41611253736319
"RSTD","64",100,41.04,NA,NA,88.08,99.74,0,0.0136780644800913,0.957323362825566
"RSTD","65",100,120.11,NA,NA,246.22,257.88,0,0,0.671681576915294
"RSTD","67",100,115.23,NA,NA,236.46,248.12,0.0217309563326366,0.0391294040897249,0.710205363679195
"RSTD","68",100,213.21,NA,NA,432.42,444.08,0.86571881890596,0.919709354183195,0.543525522490073
"RSTD","69",100,247.3,NA,NA,500.6,512.26,0.0155510787440622,0.0137846775423788,0.00442413315401786
"RSTD","70",100,84.81,NA,NA,175.62,187.28,0.00253252679926503,0.576053741008357,0.734519169608587
"RSTD","71",100,224.6,NA,NA,455.2,466.86,0,0.0545566296609818,0.0355216460256798
"RSTD","72",100,249.34,NA,NA,504.68,516.34,0.460699844143012,0.533990977594443,7.42851236358792e-05
"RSTD","73",100,144.23,NA,NA,294.46,306.12,0.950143280206923,1,0.976165449482026
"RSTD","74",100,249.53,NA,NA,505.06,516.72,0.608592945390748,0.348323314856357,0
"RSTD","75",100,225.11,NA,NA,456.22,467.88,0.01,0.01,0.01
"RSTD","76",100,240.82,NA,NA,487.64,499.3,0.595527027550761,0.882273634117965,0.0311913751196875
"RSTD","77",100,168.64,NA,NA,343.28,354.94,0.949687179305114,0.920232669303541,0.74267844261946
"RSTD","78",100,52.19,NA,NA,110.38,122.04,0.0205144152079004,0.0487881356277202,1.32945614326779
"RSTD","79",100,160.59,NA,NA,327.18,338.84,0.96126944546898,0.975178795493255,0.764553327797815
"RSTD","80",100,100.39,NA,NA,206.78,218.44,0.0190954958621489,0.0596488238034412,0.64249066187734
"RSTD","81",100,109.25,NA,NA,224.5,236.16,0.0158967984778028,0.149352795345706,1.21882817085406
"RSTD","82",100,96.6,NA,NA,199.2,210.86,0,0.849929317487843,1.80658900095464
"RSTD","83",100,249.36,NA,NA,504.72,516.38,0.0162741766987441,0.013261089810621,6e-05
"RSTD","84",100,87.61,NA,NA,181.22,192.88,0,0.139478839831858,1.16693865114122
"RSTD","85",100,228.12,NA,NA,462.24,473.9,0.255767078078168,0.170463902510214,0.0252484569062576
"RSTD","86",100,36.98,NA,NA,79.96,91.62,0.012580989265672,0.98585384538475,1.41712538998676
"RSTD","87",100,239.9,NA,NA,485.8,497.46,0.01,0.01,0.01
"RSTD","88",100,228.85,NA,NA,463.7,475.36,0.145123926798882,0.138279617444592,0.0313922712297678
"RSTD","89",100,93.83,NA,NA,193.66,205.32,0,0.699740243482333,0.599594672123349
"RSTD","90",100,188.9,NA,NA,383.8,395.46,0,0.0196975107868105,0.289297853753739
"RSTD","91",100,134.55,NA,NA,275.1,286.76,0,0,0.522289540474761
"RSTD","92",100,217.87,NA,NA,441.74,453.4,0.330062870921311,0.740986454698149,0.033965428452648
"RSTD","93",100,141.58,NA,NA,289.16,300.82,0,0.0173028103213263,0.536313343325257
"RSTD","94",100,832.19,NA,NA,1670.38,1682.04,0.0365465872409136,1,1.34249001646067
"RSTD","95",100,124.33,NA,NA,254.66,266.32,0,0.0128837185501732,0.628863683214652
"RSTD","96",100,172.74,NA,NA,351.48,363.14,0.00775885045278297,0.689797683601452,0.468446234072066
"RSTD","97",100,69.84,NA,NA,145.68,157.34,0.0290401821195344,0.0993499433679785,0.945192759201767
"RSTD","98",100,188.75,NA,NA,383.5,395.16,0.522401064137975,1,0.553113166740853
"RSTD","99",100,102.7,NA,NA,211.4,223.06,0.0105273368948592,0.715443830067396,0.886576289308204
"RSTD","100",100,92.24,NA,NA,190.48,202.14,0.0386507690141628,0.214119916643294,3.49619251912381
"RSTD","101",100,174.61,NA,NA,355.22,366.88,0,0.0205470925256362,0.451237775352494
"RSTD","102",100,80.83,NA,NA,167.66,179.32,0.050948471394225,0.576224107547689,1.01981053305229
"RSTD","103",100,117.58,NA,NA,241.16,252.82,0,0,0.949813203503021
"RSTD","104",100,41.53,NA,NA,89.06,100.72,0.00105933386169617,0.96693286510541,1.34804280502811
"RSTD","105",100,63.68,NA,NA,133.36,145.02,0.0435850924134794,0.743856782065184,1.04848163852429
"RSTD","106",100,97.44,NA,NA,200.88,212.54,0,0,0.609194510200199
"RSTD","107",100,167.58,NA,NA,341.16,352.82,0.0137796105273599,0.00609896779968621,0.583770861742323
"RSTD","108",100,135.64,NA,NA,277.28,288.94,0,0,0.440495293045318
"RSTD","109",100,166.44,NA,NA,338.88,350.54,0.0149363203292407,0.00923208681764082,0.274103527138102
"RSTD","110",100,72.69,NA,NA,151.38,163.04,0.0217584851204035,0.168033077237534,1.11673585649844
"RSTD","111",100,35.68,NA,NA,77.36,89.02,0.050603820392004,0.413133628685443,1.8181876509761
"RSTD","113",100,166.57,NA,NA,339.14,350.8,0.676255645658756,1,0.861872722855995
"RSTD","114",100,235.79,NA,NA,477.58,489.24,0.01,0.01,0.01
