"fit_model","Subject","ACC","LogL","LogPr","LogPo","AIC","BIC","param_1","param_2","param_3"
"TD","108",100,195.23,NA,NA,394.46,402.23,0.972151544691883,0.733982644199485,NA
"TD","109",100,168.65,NA,NA,341.3,349.07,0.0905509475665802,0.340636719455043,NA
"TD","110",100,117.77,NA,NA,239.54,247.31,0.967180129284985,1.83659908579837,NA
"TD","111",100,119.3,NA,NA,242.6,250.37,0.901706195099952,1.50617906201753,NA
"TD","113",100,160.76,NA,NA,325.52,333.29,0.972151544691883,0.733982644199485,NA
"TD","114",100,202.08,NA,NA,408.16,415.93,0.0566332453814603,0.0698124232052323,NA
"TD","115",100,168.59,NA,NA,341.18,348.95,0.0605921439368199,0.719399296127971,NA
"TD","116",100,230.37,NA,NA,464.74,472.51,0.972151544691883,0.733982644199485,NA
"TD","117",100,223.13,NA,NA,450.26,458.03,0.0566332453814603,0.0698124232052323,NA
"TD","118",100,128.9,NA,NA,261.8,269.57,0.962053598935578,0.787134087908672,NA
"TD","119",100,71.63,NA,NA,147.26,155.03,0.932555183768272,4.97613000869751,NA
"TD","120",100,224.17,NA,NA,452.34,460.11,0.0566332453814603,0.0698124232052323,NA
"TD","121",100,174.55,NA,NA,353.1,360.87,0.972151544691883,0.733982644199485,NA
"TD","122",100,181.58,NA,NA,367.16,374.93,0.972151544691883,0.733982644199485,NA
"TD","123",100,190.41,NA,NA,384.82,392.59,0.972151544691883,0.733982644199485,NA
"TD","124",100,144.96,NA,NA,293.92,301.69,0.972151544691883,0.733982644199485,NA
"TD","125",100,144.41,NA,NA,292.82,300.59,0.972151544691883,0.733982644199485,NA
"TD","126",100,122.08,NA,NA,248.16,255.93,0.972151544691883,0.733982644199485,NA
"TD","127",100,175.63,NA,NA,355.26,363.03,0.0605921439368199,0.719399296127971,NA
"TD","128",100,290.16,NA,NA,584.32,592.09,0.0605921439368199,0.719399296127971,NA
"TD","129",100,90.09,NA,NA,184.18,191.95,0.946688786149025,5.06302565336227,NA
"RSTD","1",100,254.92,NA,NA,515.84,527.5,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","2",100,196.61,NA,NA,399.22,410.88,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","3",100,168.56,NA,NA,343.12,354.78,0.596424318790046,0.834131914161284,0.740572054413843
"RSTD","4",100,67.02,NA,NA,140.04,151.7,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","5",100,165.48,NA,NA,336.96,348.62,0.053292158796385,0.099812495699385,7.6914297637673
"RSTD","6",100,320.81,NA,NA,647.62,659.28,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","7",100,134.9,NA,NA,275.8,287.46,0.797510063092702,0.984149233354675,0.740572054413843
"RSTD","8",100,152.51,NA,NA,311.02,322.68,0.637685285967627,0.786813920815561,0.590883159233183
"RSTD","9",100,211.01,NA,NA,428.02,439.68,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","10",100,164.62,NA,NA,335.24,346.9,0.924117848277092,0.746366322040558,5.28565055131912
"RSTD","11",100,158.46,NA,NA,322.92,334.58,0.472916918106754,0.852817581134435,0.740572054413843
"RSTD","12",100,222.61,NA,NA,451.22,462.88,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","13",100,119.07,NA,NA,244.14,255.8,0.768820463624882,0.905285564273056,1.38203335496952
"RSTD","14",100,84.79,NA,NA,175.58,187.24,0.130898174847471,0.444697944850272,0.740572054413843
"RSTD","15",100,187.88,NA,NA,381.76,393.42,0.515414456598377,0.784102821900166,0.414740879168013
"RSTD","16",100,109.01,NA,NA,224.02,235.68,0.530360883850449,0.883898703977202,5.76095668020369
"RSTD","17",100,197.81,NA,NA,401.62,413.28,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","18",100,239.11,NA,NA,484.22,495.88,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","19",100,258.43,NA,NA,522.86,534.52,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","20",100,30.12,NA,NA,66.24,77.9,0.0436678210000756,0.636611968142746,7.52539519343576
