"simulate_model","fit_model","iteration","ACC","LL","AIC","BIC","input_param_1","input_param_2","output_param_1","output_param_2","output_param_3","input_param_3"
"Utility","RSTD",33,83.89,-156.56,319.12,330.78,0.824352919822559,0.753800751408562,0.808088171249256,0.612771003274247,0.455219999421388,2.89878896835935
"Utility","RSTD",34,73.61,-187.8,381.6,393.26,0.080542077543214,0.69156481907703,0.826281847239184,0.191012761168933,0.242428535124778,3.2510444371212
"Utility","RSTD",35,65.56,-217.74,441.48,453.14,0.788759883260354,0.407168375095353,0.640506813768297,0.710182401351631,0.102752079546079,0.8810732345608
"Utility","RSTD",36,70.83,-198.48,402.96,414.62,0.960197768406942,0.814909122884274,0.979888080766559,0.924186978180111,0.155959608041048,0.491239995229989
"Utility","RSTD",37,57.5,-306.9,619.8,631.46,0.983733647270128,0.387793875532225,0.413724326295778,0.343516472261399,0.0523355591576546,0.184212701395154
"Utility","RSTD",38,69.72,-208.67,423.34,435,0.640330957481638,0.661732341628522,0.546682389381826,0.717584817449749,0.199188060821592,1.1015722423634
"Utility","RSTD",39,68.33,-203.9,413.8,425.46,0.591888564871624,0.781977394130081,0.718267212994397,0.303630819218233,0.160438745515421,1.17335850927503
"Utility","RSTD",40,63.89,-215.29,436.58,448.24,0.185236022341996,0.927017299691215,0.640506813768297,0.710182401351631,0.099954741412028,0.406216487288475
"Utility","RSTD",41,69.17,-210.87,427.74,439.4,0.5952471755445,0.540940156206489,0.546682389381826,0.717584817449749,0.199188060821592,1.71158919288757
"Utility","RSTD",42,52.22,-320.6,647.2,658.86,0.265401779906824,0.195171546889469,0.80689954617992,0.856806367637664,0.0408449186943471,0.226954524639678
"Utility","RSTD",43,50.56,-344,694,705.66,0.604935176437721,0.398145136190578,0.80689954617992,0.856806367637664,0.0408449186943471,0.0485801249742508
"Utility","RSTD",44,65.56,-211.85,429.7,441.36,0.470244030002505,0.685449249343947,0.640506813768297,0.710182401351631,0.102752079546079,0.648697707336396
"Utility","RSTD",45,59.44,-246.69,499.38,511.04,0.371720403432846,0.503097830805928,0.413724326295778,0.343516472261399,0.0523355591576546,0.322839245665818
"Utility","RSTD",46,52.22,-295.41,596.82,608.48,0.361050225095823,0.370053818682209,0.80689954617992,0.856806367637664,0.0408449186943471,0.173567070005157
"Utility","RSTD",47,86.11,-170.39,346.78,358.44,0.594613759312779,0.789667062694207,0.456614735303447,0.374462775886059,0.735473454697058,2.04544003671947
"Utility","RSTD",48,57.5,-248.64,503.28,514.94,0.628910263301805,0.0369398219045252,0.80689954617992,0.856806367637664,0.0408449186943471,1.35408596597136
"Utility","RSTD",49,58.61,-220.31,446.62,458.28,0.254382238723338,0.857857148861513,0.413724326295778,0.343516472261399,0.0523355591576546,0.936107955831003
"Utility","RSTD",50,68.06,-214.38,434.76,446.42,0.629901704145595,0.59963444317691,0.546401306740642,0.717694987237751,0.198740902492404,1.13030682034315
"Utility","Utility",1,61.39,-209.59,425.18,436.84,0.285107890376821,0.724670132622123,0.216407935833558,0.0353725829832256,3.93140775850043,1.43561604238095
"Utility","Utility",2,50.56,-262.54,531.08,542.74,0.950232450617477,0.206436974462122,0.150367674883455,0.102864644257352,0.343315142672509,0.364579517394304
"Utility","Utility",3,58.89,-232.39,470.78,482.44,0.536011227406561,0.200363578274846,0.0420595335308462,0.0540285612270236,1.27077022879384,1.00568439900399
"Utility","Utility",4,60,-249.17,504.34,516,0.321220333920792,0.649332832079381,0.0890959069862962,0.402649036608636,0.204721151224896,0.142882495187223
"Utility","Utility",5,64.17,-212.24,430.48,442.14,0.525106647517532,0.973066303646192,0.59414202044718,0.612771003274247,0.455219999421388,0.392999498639256
"Utility","Utility",6,92.22,-156.13,318.26,329.92,0.895209939451888,0.943225271301344,0.892419044394046,0.753307864302769,3.04367491160519,3.35385648889427
"Utility","Utility",7,50.56,-270.9,547.8,559.46,0.753931205254048,0.197620301274583,0.45096717171371,0.237081929305568,0.062513678567484,0.18983699940145
"Utility","Utility",8,68.89,-210.24,426.48,438.14,0.0560640415642411,0.783013365231454,0.00591637073084703,0.168085906812921,1.77890471937135,3.41441693140154
"Utility","Utility",9,66.94,-202.73,411.46,423.12,0.479448032099754,0.989872474921867,0.59414202044718,0.612771003274247,0.455219999421388,0.208000437050192
"Utility","Utility",10,82.22,-186.52,379.04,390.7,0.711294803768396,0.788163986755535,0.817779980532825,0.862958434905857,0.998239472145215,2.30973086307261
"Utility","Utility",11,87.22,-188.31,382.62,394.28,0.5048349336721,0.797194604296237,0.375418245047331,0.893717040494084,1.32762260484308,2.5054881726885
"Utility","Utility",12,62.5,-226.43,458.86,470.52,0.731893435353413,0.395451756194234,0.908807556862109,0.0811485396152735,1.19549977825955,0.618170124012977
"Utility","Utility",13,65.28,-202.3,410.6,422.26,0.275977379642427,0.511981163173914,0.24608773435466,0.218781717121601,2.74642328033224,2.39124982816227
"Utility","Utility",14,56.11,-244.23,494.46,506.12,0.226354157319292,0.16033569118008,0.947449419181794,0.102864644257352,0.751838374417275,0.894037933978152
"Utility","Utility",15,80,-181.03,368.06,379.72,0.315573724219576,0.984172471100464,0.424289116339758,0.726368925545365,2.02255140873604,1.69604673600736
"Utility","Utility",16,67.22,-204.92,415.84,427.5,0.540354023920372,0.854036244563758,0.640506813768297,0.710182401351631,0.434536516343874,0.362152148856662
"Utility","Utility",17,62.22,-228.46,462.92,474.58,0.66359161795117,0.0660558908712119,0.0420595335308462,0.0262522924244403,1.45290759737603,1.97567781611326
"Utility","Utility",18,68.06,-199.22,404.44,416.1,0.973287776112556,0.630256613949314,0.849258677801117,0.612771003274247,0.455219999421388,0.855529390233469
"Utility","Utility",19,65.83,-203.29,412.58,424.24,0.340647828998044,0.988910319516435,0.59414202044718,0.612771003274247,0.455219999421388,0.211397308856249
"Utility","Utility",20,60.28,-225.05,456.1,467.76,0.329378831898794,0.0628540490288287,0.150367674883455,0.102864644257352,1.18364242619835,2.33967715737489
"Utility","Utility",21,48.61,-269.79,545.58,557.24,0.285566801903769,0.0508385861758143,0.896587244234979,0.693159375637531,0.0203051807487009,0.410096168983728
"Utility","Utility",22,65.28,-217.2,440.4,452.06,0.684979062527418,0.438995202770457,0.753576397960556,0.896587244234979,0.0996832486210109,0.685128960758448
"Utility","Utility",23,68.61,-204.34,414.68,426.34,0.529962481698021,0.27115519088693,0.477795971091837,0.0979667349718511,3.29919224837795,2.69503675574873
"Utility","Utility",24,62.78,-233.61,473.22,484.88,0.779200294986367,0.728794121881947,0.33789543819055,0.327679464938119,0.555639414964244,0.160821524456017
"Utility","Utility",25,60.28,-247.56,501.12,512.78,0.0281218434683979,0.533772448310629,0.102924682665616,0.814640038879588,0.0483082355931401,0.225168376229703
"Utility","Utility",26,59.44,-231.08,468.16,479.82,0.128862570039928,0.17050133110024,0.576934630870968,0.178299252248779,0.802785466202721,1.37515528589011
"Utility","Utility",27,77.78,-185.88,377.76,389.42,0.980796684976667,0.860091791022569,0.776709087193012,0.996926717862532,0.383455826668069,1.2001721150753
"Utility","Utility",28,50.28,-263.49,532.98,544.64,0.633000507717952,0.959949327167124,0.150367674883455,0.102864644257352,0.343315142672509,0.0240202485583723
"Utility","Utility",29,66.39,-192.69,391.38,403.04,0.234798390883952,0.4054856733419,0.142800022382289,0.130695691565052,3.56666464707814,3.89528230370438
"Utility","Utility",30,48.06,-268.85,543.7,555.36,0.319981756620109,0.632078264839947,0.902736883759499,0.127531650243327,0.163227981003001,0.0559587455590604
"Utility","Utility",31,86.94,-193.7,393.4,405.06,0.417691254755482,0.885661983396858,0.375418245047331,0.893717040494084,1.32762260484308,1.4762263855988
"Utility","Utility",32,47.5,-270.69,547.38,559.04,0.119032545015216,0.605491037247702,0.45096717171371,0.237081929305568,0.062513678567484,0.0459982767437321
"Utility","Utility",33,77.5,-170.59,347.18,358.84,0.824352919822559,0.753800751408562,0.450482771787792,0.935711416757852,0.462415242800489,2.89878896835935
"Utility","Utility",34,65.83,-200.09,406.18,417.84,0.080542077543214,0.69156481907703,0.00677574663423,0.17814320367761,0.895710587967187,3.2510444371212
"Utility","Utility",35,67.22,-211.64,429.28,440.94,0.788759883260354,0.407168375095353,0.59414202044718,0.612771003274247,0.455219999421388,0.8810732345608
"Utility","Utility",36,71.94,-194.15,394.3,405.96,0.960197768406942,0.814909122884274,0.776709087193012,0.876809698699042,0.383455826668069,0.491239995229989
"Utility","Utility",37,56.11,-264.43,534.86,546.52,0.983733647270128,0.387793875532225,0.465962450252846,0.0935949867125601,0.383455826668069,0.184212701395154
"Utility","Utility",38,66.11,-207.44,420.88,432.54,0.640330957481638,0.661732341628522,0.59414202044718,0.612771003274247,0.455219999421388,1.1015722423634
"Utility","Utility",39,63.06,-215.2,436.4,448.06,0.591888564871624,0.781977394130081,0.456614735303447,0.453879122653604,0.926724584397003,1.17335850927503
"Utility","Utility",40,66.11,-209.58,425.16,436.82,0.185236022341996,0.927017299691215,0.456614735303447,0.0766008126422765,3.64606895949692,0.406216487288475
"Utility","Utility",41,66.11,-207.23,420.46,432.12,0.5952471755445,0.540940156206489,0.59414202044718,0.612771003274247,0.455219999421388,1.71158919288757
"Utility","Utility",42,46.67,-270.33,546.66,558.32,0.265401779906824,0.195171546889469,0.45096717171371,0.237081929305568,0.062513678567484,0.226954524639678
"Utility","Utility",43,50.56,-272.83,551.66,563.32,0.604935176437721,0.398145136190578,0.45096717171371,0.237081929305568,0.062513678567484,0.0485801249742508
"Utility","Utility",44,66.67,-205.29,416.58,428.24,0.470244030002505,0.685449249343947,0.59414202044718,0.612771003274247,0.455219999421388,0.648697707336396
"Utility","Utility",45,60.83,-239.9,485.8,497.46,0.371720403432846,0.503097830805928,0.640571936387569,0.000624773325398564,1.09883815632202,0.322839245665818
"Utility","Utility",46,51.94,-266.02,538.04,549.7,0.361050225095823,0.370053818682209,0.102924682665616,0.814640038879588,0.0214904857799411,0.173567070005157
"Utility","Utility",47,82.22,-205.6,417.2,428.86,0.594613759312779,0.789667062694207,0.477795971091837,0.630217586215585,3.29919224837795,2.04544003671947
"Utility","Utility",48,57.78,-243.25,492.5,504.16,0.628910263301805,0.0369398219045252,0.994269776623696,0.000624773325398564,1.09883815632202,1.35408596597136
"Utility","Utility",49,61.94,-213.46,432.92,444.58,0.254382238723338,0.857857148861513,0.24608773435466,0.000437933880031077,2.74642328033224,0.936107955831003
"Utility","Utility",50,67.22,-206.08,418.16,429.82,0.629901704145595,0.59963444317691,0.59414202044718,0.612771003274247,0.455219999421388,1.13030682034315
