"fit_model","Subject","ACC","LogL","AIC","BIC","param_1","param_2","param_3"
"Utility","80",78.89,141.02,288.04,299.7,0.00793087482452393,0.914495442062616,1.17998494846688
"Utility","81",94.17,103.42,212.84,224.5,0,0.744230822785539,3.28615800157422
"Utility","82",93.33,127.47,260.94,272.6,0.00039687380194664,0.940383360910346,1.26566389435902
"Utility","83",60.28,230.67,467.34,479,0.0233045816421509,0.797213762998581,0.181143876334868
"Utility","84",95.28,77.16,160.32,171.98,0.00039687380194664,0.853019081056118,2.06451696578767
"Utility","85",58.06,246.96,499.92,511.58,0.00427213112197933,0.146182730793953,0.558576592681442
"Utility","86",93.61,69.82,145.64,157.3,0,0.872628297656775,1.60390758514404
"Utility","87",55.56,243.86,493.72,505.38,0.43496303885513,0.788564454359175,0.0722669449245334
"Utility","88",59.17,243.08,492.16,503.82,0.276118189096451,0.515899479854852,0.202225528237462
"Utility","89",56.67,228.31,462.62,474.28,0.350901194862672,0.990216627717018,0.0336941208453178
"Utility","90",60,234.46,474.92,486.58,0.00280532240867615,0.154775191505905,0.91367320667666
"Utility","91",50.83,240.25,486.5,498.16,0.293745100498199,0.729687786195427,0.13237973817876
"Utility","92",55,220.89,447.78,459.44,0.295579508593221,0.962181101851456,0.0343696202649078
"Utility","93",60.83,243.04,492.08,503.74,0.0252826875657775,0.650397319346666,0.158057398643672
"Utility","94",98.33,13.19,32.38,44.04,0.000630393624305725,0.652562055765884,7.11324521159258
"Utility","95",80.83,236.97,479.94,491.6,0,0.550040145870298,5.10850462468113
"Utility","96",55,257.09,520.18,531.84,0.173009656369686,0.92136237770319,0.0153574999421835
"Utility","97",90.83,87.23,180.46,192.12,0.00547020927757253,0.835405796766281,2.50458386540413
"Utility","98",58.61,245.74,497.48,509.14,0.00587939703837037,0.0340099475088209,0.961237973766401
"Utility","99",90,97.26,200.52,212.18,0,0.93577341735363,1.03588993554877
"Utility","100",88.33,218.35,442.7,454.36,0,0.610320970416069,4.99406253546476
"Utility","101",52.78,265.28,536.56,548.22,0.155349002976436,0.433864705264568,0.265042609325171
"Utility","102",91.39,183.23,372.46,384.12,0,0.68540395074524,4.13662055258465
"Utility","103",56.94,232.68,471.36,483.02,0.0453002899885178,0.732720269355923,0.202228528477907
"Utility","104",97.5,72.46,150.92,162.58,0,0.867392278204534,2.11833732030015
"Utility","105",58.33,221.25,448.5,460.16,0.263850480318069,0.215144077152218,0.507546846311354
"Utility","106",86.11,106.08,218.16,229.82,0,0.750608999282122,2.00134726800025
"Utility","107",81.39,123.28,252.56,264.22,0.034158772146583,0.858043447136879,1.76173259550706
"Utility","108",77.22,145.48,296.96,308.62,0,0.736924356825589,1.52551785619357
"Utility","109",69.72,195.5,397,408.66,0.0155727323304691,0.600639565906022,3.50084740668535
"Utility","110",95,49.3,104.6,116.26,0,0.872006799491828,1.66229277538832
"Utility","111",88.89,111.16,228.32,239.98,0,0.818827112278086,1.64437870681286
"Utility","113",93.61,97.49,200.98,212.64,0,0.88383261859417,1.7228416800499
"Utility","114",82.5,115.63,237.26,248.92,0.00278663476338702,0.832219103771649,1.41617576339364
"Utility","115",56.67,219.27,444.54,456.2,0.212696498863806,0.0600578784942627,0.976602467498302
"Utility","116",58.89,226.45,458.9,470.56,0.974724664290989,0.682673037052155,0.12956333977592
"Utility","117",61.39,192.17,390.34,402,0.0131452791392803,0.871028911089525,0.344663141535759
"Utility","118",87.78,86.03,178.06,189.72,0,0.673338981112465,3.42869398766959
"Utility","119",98.61,54.09,114.18,125.84,0,0.858871951699257,2.68569490814116
"Utility","120",90,77.21,160.42,172.08,0,0.657197862863541,4.06536719202995
"Utility","121",59.17,219.2,444.4,456.06,0.962881406008819,0.482569679617882,0.362755036011994
"Utility","122",56.67,238.93,483.86,495.52,0.149011570960283,0.689669826999307,0.202232528477907
"Utility","123",82.78,223.58,453.16,464.82,0,0.706426441669464,2.36250123685056
"Utility","124",81.39,142.59,291.18,302.84,0.0130766094662249,0.95848375566311,0.992796264879871
"Utility","125",88.61,197.63,401.26,412.92,0,0.692611294856761,3.24858233170414
"Utility","126",85.56,114.86,235.72,247.38,0,0.731555391830625,2.26370562225236
"Utility","127",92.5,179.47,364.94,376.6,0,0.953637969146257,1.04657952148477
"Utility","128",50.56,255.41,516.82,528.48,0.0256788954138756,0.92888717353344,0.0153544999421835
"Utility","129",98.33,59.99,125.98,137.64,0,0.946678757667542,2.84856716170907
